quality_group,word,n,pct,tf,idf,tf_idf
<= 3.5,chinese,14,0.009639682441318433,9.639682441318433e-5,0.6931471805599453,6.681718705693082e-5
<= 3.5,nhs,12,0.008262584949701515,8.262584949701515e-5,0.6931471805599453,5.727187462022642e-5
<= 3.5,consistent,10,0.0068854874580845955,6.885487458084595e-5,0.6931471805599453,4.7726562183522015e-5
<= 3.5,editors,10,0.0068854874580845955,6.885487458084595e-5,0.6931471805599453,4.7726562183522015e-5
<= 3.5,promising,10,0.0068854874580845955,6.885487458084595e-5,0.6931471805599453,4.7726562183522015e-5
<= 3.5,sam,10,0.0068854874580845955,6.885487458084595e-5,0.6931471805599453,4.7726562183522015e-5
<= 3.5,actuarial,9,0.006196938712276136,6.196938712276135e-5,0.6931471805599453,4.2953905965169814e-5
<= 3.5,architects,9,0.006196938712276136,6.196938712276135e-5,0.6931471805599453,4.2953905965169814e-5
<= 3.5,gis,9,0.006196938712276136,6.196938712276135e-5,0.6931471805599453,4.2953905965169814e-5
<= 3.5,msn,9,0.006196938712276136,6.196938712276135e-5,0.6931471805599453,4.2953905965169814e-5
<= 3.5,neuroengineering,9,0.006196938712276136,6.196938712276135e-5,0.6931471805599453,4.2953905965169814e-5
<= 3.5,neuroprosthetics,9,0.006196938712276136,6.196938712276135e-5,0.6931471805599453,4.2953905965169814e-5
<= 3.5,pursuit,9,0.006196938712276136,6.196938712276135e-5,0.6931471805599453,4.2953905965169814e-5
<= 3.5,volunteerism,9,0.006196938712276136,6.196938712276135e-5,0.6931471805599453,4.2953905965169814e-5
<= 3.5,hong,8,0.0055083899664676765,5.508389966467676e-5,0.6931471805599453,3.818124974681761e-5
<= 3.5,kaggle,8,0.0055083899664676765,5.508389966467676e-5,0.6931471805599453,3.818124974681761e-5
<= 3.5,kong,8,0.0055083899664676765,5.508389966467676e-5,0.6931471805599453,3.818124974681761e-5
<= 3.5,literary,8,0.0055083899664676765,5.508389966467676e-5,0.6931471805599453,3.818124974681761e-5
<= 3.5,organisation,8,0.0055083899664676765,5.508389966467676e-5,0.6931471805599453,3.818124974681761e-5
<= 3.5,pell,8,0.0055083899664676765,5.508389966467676e-5,0.6931471805599453,3.818124974681761e-5
> 3.5,loan,18,0.012961856137798933,1.2961856137798933e-4,0.6931471805599453,8.984474036738952e-5
> 3.5,interdisciplinary,16,0.011521649900265718,1.1521649900265718e-4,0.6931471805599453,7.986199143767957e-5
> 3.5,strategists,16,0.011521649900265718,1.1521649900265718e-4,0.6931471805599453,7.986199143767957e-5
> 3.5,biopharmaceutical,12,0.008641237425199289,8.641237425199288e-5,0.6931471805599453,5.9896493578259675e-5
> 3.5,alcohol,9,0.006480928068899466,6.480928068899467e-5,0.6931471805599453,4.492237018369476e-5
> 3.5,alcoholic,9,0.006480928068899466,6.480928068899467e-5,0.6931471805599453,4.492237018369476e-5
> 3.5,conference,9,0.006480928068899466,6.480928068899467e-5,0.6931471805599453,4.492237018369476e-5
> 3.5,drug,9,0.006480928068899466,6.480928068899467e-5,0.6931471805599453,4.492237018369476e-5
> 3.5,embedded,9,0.006480928068899466,6.480928068899467e-5,0.6931471805599453,4.492237018369476e-5
> 3.5,hon,9,0.006480928068899466,6.480928068899467e-5,0.6931471805599453,4.492237018369476e-5
> 3.5,ndt,9,0.006480928068899466,6.480928068899467e-5,0.6931471805599453,4.492237018369476e-5
> 3.5,pcat,9,0.006480928068899466,6.480928068899467e-5,0.6931471805599453,4.492237018369476e-5
> 3.5,fund,8,0.005760824950132859,5.760824950132859e-5,0.6931471805599453,3.993099571883978e-5
> 3.5,lakh,8,0.005760824950132859,5.760824950132859e-5,0.6931471805599453,3.993099571883978e-5
> 3.5,nanotechnology,8,0.005760824950132859,5.760824950132859e-5,0.6931471805599453,3.993099571883978e-5
> 3.5,technologist,8,0.005760824950132859,5.760824950132859e-5,0.6931471805599453,3.993099571883978e-5
> 3.5,ambassador,7,0.005040721831366252,5.040721831366252e-5,0.6931471805599453,3.493962125398481e-5
> 3.5,district,7,0.005040721831366252,5.040721831366252e-5,0.6931471805599453,3.493962125398481e-5
> 3.5,accepts,6,0.004320618712599644,4.320618712599644e-5,0.6931471805599453,2.9948246789129837e-5
> 3.5,annotation,6,0.004320618712599644,4.320618712599644e-5,0.6931471805599453,2.9948246789129837e-5
